key_instructions.keys,key_instructions.rt,mouse_fixation_2.x,mouse_fixation_2.y,mouse_fixation_2.leftButton,mouse_fixation_2.midButton,mouse_fixation_2.rightButton,mouse_fixation_2.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials_3.order,list,item,emotion,tense,sentence,target_x,target_y,distract_x,distract_y,participant,condition,date,expName,psychopyVersion,OS,frameRate
space,9.586965,0,0,1,0,0,fixation,1,0,6,2,1,5,prac,3,depress,past,Below the surface was sadness ,-0.25,-0.25,0.25,0.25,R_27vqJT0EqiFvM6e,B,2021-04-08_17h30.40.563,experiment,2020.2.6,Win32,60
