effect,group,term,estimate,std.error,statistic,p.value
ran_pars,subj_id,cor__(Intercept).X_2,0.074552925,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.464156209,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.341757592,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.357481091,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.524006569,NA,NA,NA
fixed,NA,(Intercept),-0.07601041,0.135165185,-0.56235198,0.573876229
fixed,NA,X_1,0.611471193,0.142508274,4.290776766,1.78E-05
fixed,NA,X_2,-0.922387656,0.218732795,-4.216960951,2.48E-05
ran_pars,subj_id,sd__(Intercept),1.003475577,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.353359809,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.196693722,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.551470913,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.370228706,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.718119758,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.459820185,NA,NA,NA
fixed,NA,(Intercept),0.001378045,0.145900706,0.009445086,0.992464024
fixed,NA,X_1,0.408574273,0.153135405,2.668058845,0.007629089
fixed,NA,X_2,-0.429409774,0.216350921,-1.98478366,0.047168546
ran_pars,subj_id,sd__(Intercept),1.04701569,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.117511023,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.357216027,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.421761778,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.275900763,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.570090192,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.525282469,NA,NA,NA
fixed,NA,(Intercept),0.264825086,0.130814949,2.024425248,0.042926416
fixed,NA,X_1,0.568432175,0.150501704,3.776915198,1.59E-04
fixed,NA,X_2,-0.403943752,0.189229618,-2.134675096,0.032787559
ran_pars,subj_id,sd__(Intercept),0.858753452,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.039637884,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.230262185,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.47847826,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.442841368,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.251703166,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.504852764,NA,NA,NA
fixed,NA,(Intercept),-0.149369744,0.14132299,-1.056938744,0.290539545
fixed,NA,X_1,0.380919847,0.147993083,2.573903046,0.010055845
fixed,NA,X_2,-0.7827954,0.203757658,-3.841796217,1.22E-04
ran_pars,subj_id,sd__(Intercept),1.05026853,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.28379431,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.321323047,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.54280203,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.151540567,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.468177024,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.484276818,NA,NA,NA
fixed,NA,(Intercept),0.021859611,0.134081985,0.163031675,0.870493495
fixed,NA,X_1,0.611689516,0.145616885,4.200677102,2.66E-05
fixed,NA,X_2,-0.958996861,0.210962809,-4.545810076,5.47E-06
ran_pars,subj_id,sd__(Intercept),0.911451539,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.24045116,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.390992752,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.299323142,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.458126718,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.529741566,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.504903832,NA,NA,NA
fixed,NA,(Intercept),-0.108658426,0.128702038,-0.844263447,0.398522207
fixed,NA,X_1,0.56997544,0.13291393,4.288304784,1.80E-05
fixed,NA,X_2,-0.872143461,0.207213397,-4.20891446,2.57E-05
ran_pars,subj_id,sd__(Intercept),0.95871077,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.090796333,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.372957932,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.453332407,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.270809599,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.613993869,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.4319642,NA,NA,NA
fixed,NA,(Intercept),-0.021398755,0.141700655,-0.151013806,0.879964825
fixed,NA,X_1,0.396780805,0.16101077,2.464312201,0.013727648
fixed,NA,X_2,-0.523771206,0.218949929,-2.392196279,0.016747883
ran_pars,subj_id,sd__(Intercept),0.949659955,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.085784758,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.214627084,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.540509097,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.513192694,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.568455912,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.545018864,NA,NA,NA
fixed,NA,(Intercept),0.149086339,0.139602182,1.06793703,0.285548917
fixed,NA,X_1,0.437942704,0.152834137,2.865477007,0.004163815
fixed,NA,X_2,-0.801842255,0.223434743,-3.588708919,3.32E-04
ran_pars,subj_id,sd__(Intercept),0.991048158,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.075389192,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.333260582,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.55081215,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.607852699,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.702566282,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.505408811,NA,NA,NA
fixed,NA,(Intercept),-0.23438212,0.143664846,-1.63145075,0.102795244
fixed,NA,X_1,0.717732872,0.155110193,4.627245047,3.71E-06
fixed,NA,X_2,-0.563380329,0.21193801,-2.658231664,0.007855188
ran_pars,subj_id,sd__(Intercept),1.036876662,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.148573684,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.107775984,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.563857599,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.145817603,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.538917257,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.511757843,NA,NA,NA
fixed,NA,(Intercept),-0.148415075,0.135212667,-1.097641796,0.272360934
fixed,NA,X_1,0.570924095,0.152052754,3.75477641,1.73E-04
fixed,NA,X_2,-0.694294795,0.198113435,-3.504531609,4.57E-04
ran_pars,subj_id,sd__(Intercept),0.93094676,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.156694366,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.376996906,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.550119421,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.183592095,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.353262523,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.503137013,NA,NA,NA
fixed,NA,(Intercept),-0.036821949,0.138960832,-0.264980772,0.791024274
fixed,NA,X_1,0.609987794,0.146259167,4.170595291,3.04E-05
fixed,NA,X_2,-0.650104282,0.196780835,-3.303697136,9.54E-04
ran_pars,subj_id,sd__(Intercept),1.040531536,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.085504291,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.503195275,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.570966766,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.334357819,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.409523928,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.470251989,NA,NA,NA
fixed,NA,(Intercept),-0.039950545,0.14016762,-0.285019783,0.775628985
fixed,NA,X_1,0.437759643,0.137280797,3.188790067,0.001428696
fixed,NA,X_2,-0.694372812,0.198980083,-3.489659884,4.84E-04
ran_pars,subj_id,sd__(Intercept),1.082558112,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.241475683,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.237881665,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.440931194,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.337135174,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.484253705,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.452295281,NA,NA,NA
fixed,NA,(Intercept),-0.30426289,0.154351517,-1.971233562,0.048697167
fixed,NA,X_1,0.768933559,0.1618116,4.752029872,2.01E-06
fixed,NA,X_2,-0.441164059,0.196113199,-2.249537825,0.024478299
ran_pars,subj_id,sd__(Intercept),1.186284341,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.418787923,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.19369389,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.748977832,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.218224452,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.313690026,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.508801614,NA,NA,NA
fixed,NA,(Intercept),0.097512916,0.148670167,0.655901028,0.511887807
fixed,NA,X_1,0.576610875,0.149813611,3.848855074,1.19E-04
fixed,NA,X_2,-0.528015527,0.206081324,-2.562170682,0.010402018
ran_pars,subj_id,sd__(Intercept),1.147206142,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.333588738,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.112917393,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.577913807,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.117764444,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.521353523,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.485345353,NA,NA,NA
fixed,NA,(Intercept),0.024752587,0.147068,0.168307092,0.866341695
fixed,NA,X_1,0.604613597,0.154784887,3.90615395,9.38E-05
fixed,NA,X_2,-0.324698755,0.210333749,-1.543731124,0.122653483
ran_pars,subj_id,sd__(Intercept),1.065971216,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.014685132,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.086853171,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.474250277,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.127070922,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.503172719,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.523737241,NA,NA,NA
fixed,NA,(Intercept),-0.165539265,0.138899234,-1.191793942,0.233342052
fixed,NA,X_1,0.696663158,0.153517452,4.538006256,5.68E-06
fixed,NA,X_2,-0.390602684,0.205599674,-1.899821511,0.057456547
ran_pars,subj_id,sd__(Intercept),0.940449685,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.151907045,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.044104399,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.416259088,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.276935073,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.428875762,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.527023745,NA,NA,NA
fixed,NA,(Intercept),-0.134928668,0.13063881,-1.032837542,0.301679932
fixed,NA,X_1,0.206469473,0.136755104,1.509775267,0.131100778
fixed,NA,X_2,-0.734240404,0.197403585,-3.719488701,2.00E-04
ran_pars,subj_id,sd__(Intercept),0.967104993,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.028802076,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.005256426,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.497343443,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.14517682,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.494659012,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.443643555,NA,NA,NA
fixed,NA,(Intercept),-0.066321253,0.146303102,-0.453314058,0.650322611
fixed,NA,X_1,0.680916697,0.165990482,4.102143021,4.09E-05
fixed,NA,X_2,-1.235722845,0.24291592,-5.087039346,3.64E-07
ran_pars,subj_id,sd__(Intercept),0.942914407,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.007648318,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.295472179,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.394287418,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.473692111,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.76865597,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.583573552,NA,NA,NA
fixed,NA,(Intercept),-0.232032147,0.140263386,-1.654260267,0.098074642
fixed,NA,X_1,0.657061457,0.148583736,4.422162702,9.77E-06
fixed,NA,X_2,-0.406432545,0.200018224,-2.031977573,0.042155926
ran_pars,subj_id,sd__(Intercept),0.986326796,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.196009658,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.291019897,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.361384564,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.471894246,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.370772719,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.513261239,NA,NA,NA
fixed,NA,(Intercept),0.0522191,0.146237351,0.357084562,0.721028502
fixed,NA,X_1,0.552288898,0.144244266,3.828844737,1.29E-04
fixed,NA,X_2,-0.933196053,0.208333793,-4.479331177,7.49E-06
ran_pars,subj_id,sd__(Intercept),1.099068781,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.114455818,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.111450117,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.311122186,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.551829022,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.513008613,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.496347349,NA,NA,NA
fixed,NA,(Intercept),0.001148587,0.13582164,0.00845658,0.993252706
fixed,NA,X_1,0.393223426,0.125062851,3.144206486,0.001665379
fixed,NA,X_2,-0.540956448,0.187534089,-2.884576615,0.003919404
ran_pars,subj_id,sd__(Intercept),1.068829229,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.360113474,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.173842528,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.218413814,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.305501764,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.405510955,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.421548001,NA,NA,NA
fixed,NA,(Intercept),-0.009938386,0.150930097,-0.065847606,0.947499155
fixed,NA,X_1,0.289713401,0.155126726,1.867591793,0.061818991
fixed,NA,X_2,-0.940883519,0.216928703,-4.3372938,1.44E-05
ran_pars,subj_id,sd__(Intercept),1.111719399,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.175850096,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.184385217,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.46430608,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.083018904,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.55556551,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.528470325,NA,NA,NA
fixed,NA,(Intercept),0.177299917,0.131108698,1.352312392,0.176275402
fixed,NA,X_1,0.356110096,0.144514376,2.464184573,0.013732537
fixed,NA,X_2,-0.16599081,0.205513827,-0.807686826,0.419270889
ran_pars,subj_id,sd__(Intercept),0.864875277,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.622304897,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.336153937,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.247980775,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.528032518,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.481977859,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.505465234,NA,NA,NA
fixed,NA,(Intercept),-0.001722285,0.128633265,-0.013389108,0.989317356
fixed,NA,X_1,0.474608002,0.141408662,3.356286635,7.90E-04
fixed,NA,X_2,-1.12268368,0.19732347,-5.689559788,1.27E-08
ran_pars,subj_id,sd__(Intercept),0.924538655,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.195500237,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.183867846,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.557158614,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.650253638,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.453016983,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.452911109,NA,NA,NA
fixed,NA,(Intercept),0.018814867,0.140053358,0.134340704,0.893133167
fixed,NA,X_1,0.528226969,0.149209672,3.540165738,4.00E-04
fixed,NA,X_2,-0.471658375,0.219902482,-2.144852438,0.031964647
ran_pars,subj_id,sd__(Intercept),1.002394129,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.215429892,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.188507101,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.465960518,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.357597263,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.675064685,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.502894274,NA,NA,NA
fixed,NA,(Intercept),0.002932448,0.129028685,0.022727101,0.981867958
fixed,NA,X_1,0.199737092,0.141027977,1.416294102,0.156689414
fixed,NA,X_2,-0.672943057,0.19966672,-3.370331606,7.51E-04
ran_pars,subj_id,sd__(Intercept),0.890443652,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.024552933,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.24694324,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.413330759,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.268235355,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.457996379,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.476016739,NA,NA,NA
fixed,NA,(Intercept),-0.128220868,0.131489209,-0.975143659,0.329489005
fixed,NA,X_1,0.219944032,0.135109655,1.627892783,0.103547622
fixed,NA,X_2,-1.134617041,0.193573896,-5.861415533,4.59E-09
ran_pars,subj_id,sd__(Intercept),0.959928098,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.603528586,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.379027235,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.344817206,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.447330282,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.381212016,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.455916555,NA,NA,NA
fixed,NA,(Intercept),0.357836875,0.122400888,2.923482674,0.003461395
fixed,NA,X_1,0.219748474,0.122382516,1.795587157,0.0725602
fixed,NA,X_2,-0.9244181,0.194390406,-4.755471826,1.98E-06
ran_pars,subj_id,sd__(Intercept),0.938904665,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.153328348,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.193540458,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.418828131,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.359599565,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.560508987,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.385550254,NA,NA,NA
fixed,NA,(Intercept),0.001409879,0.139627573,0.010097426,0.991943557
fixed,NA,X_1,0.311285028,0.14774094,2.106965259,0.035120591
fixed,NA,X_2,-0.645640362,0.205608176,-3.140149266,0.001688618
ran_pars,subj_id,sd__(Intercept),0.997090215,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.033517645,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.092316724,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.426915004,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.134129587,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.480375667,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.501796276,NA,NA,NA
fixed,NA,(Intercept),0.12756082,0.134159549,0.950814313,0.341698646
fixed,NA,X_1,0.415949989,0.13939724,2.983918405,0.002845827
fixed,NA,X_2,-0.568846446,0.217528407,-2.615044419,0.008921585
ran_pars,subj_id,sd__(Intercept),0.971724654,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.144663862,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.187089836,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.372333965,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.163263756,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.703489668,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.471476828,NA,NA,NA
fixed,NA,(Intercept),0.148719604,0.137067295,1.085011591,0.277916521
fixed,NA,X_1,0.451444187,0.148804978,3.033797605,0.002414964
fixed,NA,X_2,-0.41768538,0.211405987,-1.975750003,0.048183099
ran_pars,subj_id,sd__(Intercept),1.01377344,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.121969426,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.225913971,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.635626244,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.125935371,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.627169617,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.469218853,NA,NA,NA
fixed,NA,(Intercept),0.047666526,0.12830813,0.371500433,0.710264833
fixed,NA,X_1,0.41039528,0.144986533,2.830575161,0.004646439
fixed,NA,X_2,-0.453857985,0.199489071,-2.275102006,0.022899811
ran_pars,subj_id,sd__(Intercept),0.845811324,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.162526266,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.192678715,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.406422305,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.195595626,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.428217138,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.493245158,NA,NA,NA
fixed,NA,(Intercept),0.055954076,0.141171539,0.396355217,0.691842998
fixed,NA,X_1,0.419791483,0.149477003,2.8084018,0.004978806
fixed,NA,X_2,-0.653379002,0.210808887,-3.099390222,0.001939194
ran_pars,subj_id,sd__(Intercept),1.01469308,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.110125322,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.247619904,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.452193875,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.068441803,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.53681766,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.504582594,NA,NA,NA
fixed,NA,(Intercept),0.088626666,0.131543997,0.673741623,0.500475594
fixed,NA,X_1,0.521039898,0.132338121,3.937186768,8.24E-05
fixed,NA,X_2,-0.620615772,0.188205824,-3.297537549,9.75E-04
ran_pars,subj_id,sd__(Intercept),1.013289681,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.174759372,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.286946405,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.495115973,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.021097343,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.413239223,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.420670781,NA,NA,NA
fixed,NA,(Intercept),-0.004090952,0.145819856,-0.028054838,0.977618414
fixed,NA,X_1,0.32465748,0.148624558,2.184413434,0.028931882
fixed,NA,X_2,-0.469259711,0.197291556,-2.37850884,0.01738282
ran_pars,subj_id,sd__(Intercept),1.090703344,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.333924166,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.018269339,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.465744119,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.422390742,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.380154689,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.497792672,NA,NA,NA
fixed,NA,(Intercept),0.079089186,0.150914125,0.524067483,0.600231604
fixed,NA,X_1,0.364829047,0.157145659,2.321597997,0.020254592
fixed,NA,X_2,-0.958625671,0.221029479,-4.337094204,1.44E-05
ran_pars,subj_id,sd__(Intercept),1.105341741,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.199035996,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.301162551,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.48678105,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.110130348,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.600812894,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.531907664,NA,NA,NA
fixed,NA,(Intercept),0.029069309,0.133476775,0.217785521,0.827596226
fixed,NA,X_1,0.452796812,0.13527449,3.347244651,8.16E-04
fixed,NA,X_2,-0.516538213,0.175458917,-2.943926838,0.003240766
ran_pars,subj_id,sd__(Intercept),1.011898184,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.14038317,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.051259035,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.4641256,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.536919965,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.211940866,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.439895365,NA,NA,NA
fixed,NA,(Intercept),0.072824647,0.139921679,0.520467221,0.602737968
fixed,NA,X_1,0.396792074,0.146848106,2.702057825,0.006891178
fixed,NA,X_2,-0.837623959,0.203917287,-4.107665269,4.00E-05
ran_pars,subj_id,sd__(Intercept),1.03359094,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.00781598,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.279138679,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.524628567,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.281113533,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.483008293,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.482839996,NA,NA,NA
